id,prediction
0,32.862717
1,32.862717
2,33.690056
3,55.206654
4,620.48517
5,2226.8616
6,4168.787
7,2456.696
8,4521.7065
9,1680.4182
10,1196.7128
11,2081.9949
12,3172.5242
13,3213.2769
14,1536.4225
15,2719.1392
16,1768.3174
17,722.1491
18,526.0526
19,31.78726
20,8.091593
21,32.862717
22,32.862717
23,32.862717
24,32.862717
25,32.862717
26,17.496511
27,252.99858
28,1187.4198
29,948.4673
30,2406.8337
31,3334.7117
32,583.07587
33,2056.2976
34,2225.588
35,788.4991
36,548.99585
37,2175.5525
38,4848.2944
39,3104.9785
40,3224.3394
41,2034.377
42,617.6032
43,84.03859
44,8.257993
45,32.862717
46,32.862717
47,32.862717
48,32.862717
49,17.330105
50,29.713871
51,406.95547
52,1048.1794
53,3184.934
54,1076.5118
55,4864.0234
56,4823.9517
57,4823.9517
58,4823.9517
59,4823.9517
60,3168.0776
61,4948.4673
62,5028.889
63,2186.9524
64,1725.6932
65,1471.3031
66,762.96716
67,270.74716
68,23.624199
69,17.330105
70,32.862717
71,32.862717
72,17.330105
73,33.690056
74,22.056545
75,183.83945
76,853.13416
77,1618.0616
78,2698.6719
79,4770.247
80,4823.9517
81,4948.4673
82,509.32895
83,2211.0557
84,798.2826
85,890.3091
86,5008.839
87,4789.516
88,3475.5002
89,870.572
90,449.73428
91,114.72844
92,27.138008
93,36.526035
94,32.862717
95,32.862717
96,17.330105
97,17.496511
98,53.952477
99,469.42084
100,253.93784
101,3936.1902
102,251.69662
103,4770.247
104,4823.9517
105,4962.4165
106,4823.9517
107,4823.9517
108,4823.9517
109,4948.4673
110,4823.9517
111,2580.5793
112,1489.8242
113,3000.4863
114,660.5623
115,252.41005
116,31.496162
117,27.287518
118,17.330105
119,32.862717
120,17.330105
121,15.809697
122,100.417175
123,354.83255
124,1513.2241
125,3814.5544
126,2119.0513
127,4749.5493
128,4970.9175
129,463.80267
130,947.3347
131,874.27924
132,1148.8652
133,1955.7786
134,4933.519
135,1988.6863
136,2112.5864
137,1679.906
138,479.13327
139,215.27713
140,46.941086
141,24.451538
142,17.330105
143,32.862717
144,17.330105
145,8.257993
146,145.03055
147,849.7656
148,2004.827
149,4341.7183
150,4217.934
151,4809.0034
152,4823.9517
153,4823.9517
154,4823.9517
155,4977.6143
156,4832.4526
157,726.36664
158,4948.4673
159,3685.2034
160,2751.1392
161,2049.9795
162,622.2796
163,239.52742
164,31.496162
165,24.451538
166,17.330105
167,32.862717
168,17.330105
169,17.496511
170,31.21689
171,149.83821
172,249.4012
173,778.2618
174,743.24097
175,775.86743
176,395.25897
177,744.24384
178,1500.4543
179,1146.7635
180,1400.8391
181,4043.6985
182,2006.4193
183,2533.095
184,1559.0411
185,1431.0724
186,485.90988
187,215.45454
188,22.056545
189,24.451538
190,17.330105
191,17.330105
192,17.330105
193,17.496511
194,50.535805
195,82.0293
196,609.3977
197,962.25824
198,1220.4514
199,2934.867
200,2608.4185
201,756.3848
202,1303.7357
203,457.94028
204,1844.1678
205,780.4767
206,2245.2417
207,4044.359
208,821.5161
209,646.49884
210,125.72099
211,127.55652
212,21.978365
213,6.571176
214,17.330105
215,17.330105
216,17.330105
217,15.809697
218,82.08853
219,154.14667
220,266.15173
221,519.77856
222,803.7454
223,728.89874
224,1957.4646
225,2266.9956
226,1258.9996
227,1591.3788
228,1852.3416
229,934.12146
230,1369.9116
231,853.13416
232,827.62494
233,383.90942
234,239.84189
235,133.96782
236,22.056545
237,8.257993
238,17.330105
239,17.330105
240,33.690056
241,15.809697
242,99.169754
243,322.8198
244,360.25052
245,861.38464
246,2303.546
247,2784.702
248,3662.5347
249,2102.4143
250,1801.4854
251,2564.7734
252,2509.4521
253,2954.711
254,2973.705
255,1744.1499
256,3064.5854
257,1032.2393
258,937.9724
259,233.98413
260,39.35139
261,8.257993
262,17.330105
263,17.330105
264,33.690056
265,17.496511
266,163.46881
267,286.90805
268,472.85364
269,1250.6604
270,2182.593
271,3700.9934
272,3961.5535
273,4281.067
274,2122.9282
275,3364.0159
276,2712.8447
277,2520.147
278,2069.1018
279,2048.9753
280,1796.4409
281,702.9849
282,784.23846
283,90.85542
284,31.21689
285,8.257993
286,33.690056
287,17.330105
288,33.690056
289,15.809697
290,214.28693
291,415.18878
292,648.49066
293,1244.7612
294,3547.3186
295,1862.0812
296,2113.28
297,3810.1296
298,1088.2339
299,3993.5461
300,3393.241
301,2165.4917
302,3034.7627
303,1916.8085
304,1217.6816
305,754.4723
306,508.40558
307,308.83496
308,54.658722
309,8.257993
310,33.690056
311,17.330105
312,33.690056
313,15.809697
314,69.57965
315,365.64948
316,565.6904
317,2029.1462
318,3648.9172
319,2468.9897
320,2582.7036
321,2220.672
322,3386.5596
323,4171.987
324,1906.7798
325,1579.1427
326,669.14813
327,845.32086
328,481.6639
329,358.0905
330,589.8951
331,78.52078
332,31.21689
333,8.257993
334,33.690056
335,17.330105
336,33.690056
337,15.809697
338,80.48042
339,260.2976
340,439.51822
341,726.6991
342,330.1999
343,737.1376
344,2115.503
345,1312.6401
346,2474.7217
347,2309.0625
348,2226.9204
349,2081.1003
350,1119.6862
351,368.4734
352,832.866
353,570.34015
354,566.189
