id,prediction
0,0.0
1,0.0
2,0.03349412698412699
3,61.205300866910875
4,363.0704819383393
5,718.2746839998562
6,1316.390939751221
7,1875.1352258195966
8,2413.525938329204
9,2692.665582300509
10,2844.4095823371395
11,2808.0459352777775
12,2407.193910233606
13,2573.4722468711843
14,2250.1774272985344
15,1445.7462075000003
16,1099.8653879211563
17,607.1044982799144
18,263.9436153373015
19,19.614584177529974
20,0.0025666666666666667
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,1.8185762606837617
27,120.44345193376074
28,598.8751018482909
29,1086.8999162012597
30,2080.405129334554
31,2326.854143402822
32,3075.5548347939584
33,3768.467623846063
34,3411.5729812087898
35,3423.016774140721
36,3338.752060746337
37,3296.32447551309
38,2633.562705505279
39,2443.884028516483
40,1361.3714988278389
41,762.5222527000283
42,370.27731265262497
43,93.15082131410254
44,0.050163055555555544
45,0.0
46,0.0
47,0.0
48,0.0
49,0.10409230158730161
50,24.26678686813187
51,258.0114448656899
52,643.5560594980429
53,1452.6433005082417
54,2327.092177635836
55,3552.199898634004
56,4297.622744703907
57,4881.98682799675
58,5077.172598372298
59,4251.691062728938
60,3960.5415484325385
61,3500.963471277473
62,2860.552891101954
63,2129.0958984325403
64,1359.0844483794797
65,752.675387136752
66,439.29359438339446
67,144.16100595695966
68,1.8461152459674819
69,0.004085714285714286
70,0.0
71,0.0
72,0.0
73,0.013179642857142857
74,13.43370937118437
75,129.59121840048832
76,527.6669263201175
77,959.0534333699636
78,2444.391920448317
79,3602.404137689257
80,4361.773608522589
81,3211.1883432936515
82,3312.9380408775933
83,3205.6652669551277
84,3032.877079664224
85,2662.4759550305257
86,2782.4718717287947
87,2499.5425913247864
88,1992.4941352768794
89,855.8178332081811
90,296.35468943986575
91,156.51360135989017
92,4.090917642031172
93,0.0006875000000000001
94,0.0
95,0.0
96,0.0
97,0.19563465201465197
98,62.16226150488403
99,248.49616265316374
100,630.7472146474357
101,1367.006935572524
102,2230.496285365899
103,3392.03735592796
104,4023.931147426381
105,4550.912811216421
106,4827.662553565324
107,4521.278134697804
108,4665.09331559829
109,4212.258313924081
110,3499.170751895603
111,2817.0864984920627
112,2140.882776436831
113,988.6034175656292
114,493.94510018117484
115,200.81178056291768
116,17.54262261904762
117,0.005744444444444444
118,0.0
119,0.0
120,0.0
121,0.7457071520146521
122,98.29336473298628
123,259.4581926282051
124,700.4786836520507
125,1562.5636253495118
126,2368.444930576843
127,3516.268465167887
128,3739.8960953628916
129,4096.938599161998
130,3234.846270830281
131,3017.754852377899
132,2820.4090315032677
133,3223.9946330647094
134,3305.4202611141627
135,2510.078753144078
136,1593.4868969963372
137,905.7810893986572
138,513.2053077547946
139,210.28008911782675
140,21.657724664224652
141,0.0036417857142857146
142,0.0
143,0.0
144,0.0018333333333333335
145,0.8980093345543345
146,99.3192549527665
147,274.38884034645906
148,707.1506050422867
149,1672.9315228373018
150,2631.85689896978
151,3541.2568215079355
152,4405.44579473138
153,4826.613768825412
154,4427.58827758242
155,4101.242381373627
156,3231.2556963034194
157,2972.4078802380945
158,3034.2112000076304
159,2312.024375473138
160,1625.0106375091582
161,920.0916234462761
162,496.1103384905374
163,174.14297730043432
164,11.803496660864077
165,0.0009476923076923077
166,0.0
167,0.038041666666666675
168,0.0
169,0.2965667155067154
170,13.178234002020517
171,80.64766226953597
172,133.74348662545785
173,255.2317184951161
174,424.6119777777777
175,456.1886356593407
176,571.9133778907203
177,616.1614306746033
178,871.8666577090959
179,994.2679257493894
180,1642.9600140918806
181,2062.5496813362774
182,1882.7336524633706
183,1682.3660471123312
184,1311.9539520115995
185,1039.159677072829
186,346.4869965216729
187,150.72633321428575
188,17.89291239316239
189,0.01626952380952381
190,0.0011
191,0.0
192,0.009111666666666667
193,1.5396985683760687
194,53.62913212795371
195,148.25267148351637
196,297.321634392552
197,753.1705721404468
198,1504.9738677579357
199,1862.1269466869564
200,2257.786082713674
201,2064.4590804839117
202,2083.6861132616887
203,2353.4782649725275
204,2439.946573923992
205,2597.8976133089127
206,2109.145488231165
207,1532.9336988976872
208,1201.7620169152044
209,570.1542026977697
210,253.297839685592
211,64.10782355006104
212,1.8988439163614164
213,0.03340134920634921
214,0.0
215,0.0
216,0.11548035714285713
217,0.8477564117826618
218,16.206490351037857
219,105.63795828754583
220,219.524575789072
221,250.03495032967032
222,568.3403807646517
223,1144.3512644917585
224,1891.0663908272286
225,1981.3860535271679
226,1393.4088601251528
227,1450.7484864056773
228,984.3658713507322
229,795.8713812915677
230,743.9235945455359
231,759.5717008699635
232,564.7245118849205
233,234.96830861111124
234,181.07600762515267
235,65.42683035690186
236,7.9879425740113845
237,0.0015766666666666668
238,0.0
239,0.0
240,0.000495
241,1.384246912393163
242,18.266406228632476
243,106.04241156440781
244,249.20517289880044
245,700.2812558754256
246,1438.3322257173384
247,1868.0929593624762
248,1892.2195058074772
249,1596.4776418762133
250,1911.0048087759474
251,2278.7973802228325
252,2316.8212777136755
253,2285.9521552564106
254,2147.894776578145
255,1743.1105381105006
256,1439.2395746031739
257,923.5659159111722
258,537.6742869220894
259,223.92042984737492
260,60.659289731379744
261,0.4137991865977158
262,0.0
263,0.005947857142857143
264,0.0006338095238095239
265,2.002863272283272
266,67.91587012093296
267,155.90549313034182
268,334.2651496031745
269,916.0669799965882
270,1257.1199026327836
271,1584.3972419757777
272,2006.0945188553114
273,1981.6806416056972
274,2078.974805238095
275,2089.677448553115
276,1919.7493678465396
277,1711.7418572751828
278,1738.1307201587294
279,1346.82342545177
280,1026.7362122268903
281,466.42518621007633
282,218.71382951923061
283,80.2435153876679
284,8.887165073179744
285,0.2969235958485958
286,0.00858
287,0.0012374999999999999
288,0.04277900793650792
289,2.1752035681965087
290,82.40030001526252
291,180.56211941239312
292,332.1942650579976
293,841.179269964896
294,1469.9770896657508
295,1837.1783660683764
296,2190.5358023181975
297,1886.9620718253966
298,1710.8334805952388
299,1855.3051747374857
300,1796.726943431014
301,1512.6044437561047
302,1529.99041298382
303,1396.0510993482092
304,1097.2669195421245
305,765.4290832649217
306,416.07163306776556
307,192.7020779456653
308,44.22061417690153
309,0.5265548764634057
310,0.025698611111111113
311,0.0047666666666666664
312,0.015134444444444443
313,2.5733351816239303
314,55.74249351037845
315,260.913941317155
316,525.7326225427349
317,985.1003202600917
318,1264.767270608974
319,2217.3101595923113
320,2669.951535459402
321,2799.8030567063483
322,2840.838456883394
323,2425.5494468435313
324,2139.28039462131
325,1790.8725143710037
326,1084.4866171535407
327,687.586268724054
328,567.5619317246641
329,351.83625124802484
330,211.32146540750912
331,114.84030050518925
332,13.50589153388279
333,0.4976698305860807
334,0.0010761111111111112
335,0.09977785714285715
336,0.007441620879120881
337,0.6312618406593407
338,19.580196132478637
339,78.02416837912088
340,258.19624206349215
341,516.9779603754579
342,872.9532518382346
