id,prediction
0,0.0
1,0.0
2,0.0
3,13.6648
4,42.099854
5,52.110283
6,47.37468
7,57.139175
8,100.87541
9,145.1341
10,213.99864
11,285.62802
12,335.7169
13,222.74509
14,168.61818
15,227.7492
16,190.31433
17,132.9501
18,92.65345
19,26.49396
20,0.09157729
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,20.723608
28,21.95168
29,47.396854
30,149.02515
31,161.20847
32,154.02197
33,214.95407
34,269.28397
35,322.6174
36,297.52612
37,234.96835
38,120.448685
39,120.504326
40,133.02182
41,139.41962
42,116.37717
43,50.254864
44,2.7002542
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,4.722973
51,20.49917
52,12.924557
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,126.74066
60,230.55484
61,132.92136
62,113.30678
63,185.86664
64,190.76877
65,122.689674
66,98.5891
67,64.52501
68,9.895297
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,5.6243224
75,23.50982
76,48.30563
77,13.93419
78,0.0
79,0.0
80,0.0
81,121.85256
82,316.7901
83,235.33324
84,343.42
85,271.60852
86,76.63456
87,157.19044
88,133.21129
89,196.16803
90,115.68983
91,49.93303
92,8.954658
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,12.446638
99,39.871525
100,55.97603
101,27.4255
102,0.0
103,0.0
104,0.0
105,53.802586
106,48.446774
107,52.062332
108,48.61529
109,100.3512
110,80.92268
111,120.2036
112,138.29631
113,156.48679
114,150.46298
115,80.190834
116,17.775444
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,10.80415
123,21.862982
124,8.564001
125,0.0
126,0.0
127,0.0
128,93.51719
129,233.24174
130,306.46674
131,299.65628
132,259.0644
133,176.25111
134,77.363525
135,113.79725
136,213.3413
137,159.07707
138,109.05755
139,78.693085
140,21.678682
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,11.181735
147,20.071665
148,6.3748903
149,0.0
150,0.0
151,0.0
152,0.0
153,0.2867639
154,137.19028
155,125.69592
156,153.20175
157,181.45544
158,80.39125
159,146.79636
160,186.75545
161,144.00987
162,131.39787
163,79.54162
164,19.096992
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,5.7740407
171,0.0
172,0.0
173,0.0
174,0.0
175,0.0
176,0.0
177,0.0
178,0.0
179,68.49548
180,167.93204
181,213.01044
182,231.09946
183,94.83696
184,141.15825
185,157.9638
186,101.828026
187,62.002563
188,16.885578
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,13.496741
195,23.007343
196,39.956863
197,34.40842
198,57.773663
199,94.78912
200,115.43609
201,180.90765
202,210.13347
203,155.48476
204,174.28024
205,215.2653
206,150.25034
207,199.31085
208,217.32959
209,129.877
210,80.262
211,32.286587
212,11.981744
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,5.309741
219,0.7749984
220,0.0
221,0.0
222,0.0
223,9.917139
224,145.28859
225,147.5079
226,54.1644
227,104.04818
228,23.59005
229,8.50636
230,9.470242
231,45.848362
232,9.070854
233,17.694824
234,45.916138
235,40.263176
236,15.79348
237,0.0
238,0.0
239,0.0
240,0.0
241,0.0
242,7.9916115
243,4.510545
244,0.0
245,49.75527
246,99.93964
247,84.47082
248,211.73283
249,116.39741
250,33.505093
251,136.76874
252,182.39687
253,160.44142
254,131.36284
255,106.65015
256,110.046425
257,132.78552
258,117.90448
259,85.11802
260,30.332336
261,1.0276864
262,0.0
263,0.0
264,0.0
265,0.0
266,20.430002
267,22.879114
268,40.35484
269,61.54451
270,159.6031
271,206.8835
272,215.76852
273,222.97748
274,196.1841
275,196.08748
276,229.37344
277,199.85228
278,200.32
279,201.64877
280,164.60547
281,104.8131
282,61.827625
283,28.610853
284,16.488714
285,0.18307233
286,0.0
287,0.0
288,0.0
289,0.7493377
290,20.239494
291,28.476042
292,27.760725
293,36.008976
294,23.698147
295,160.39125
296,174.1347
297,138.77556
298,186.11171
299,252.31972
300,200.78632
301,134.96901
302,133.89856
303,169.89922
304,131.15038
305,100.767715
306,89.71167
307,65.811165
308,28.287634
309,1.5674415
310,0.0
311,0.0
312,0.0
313,0.81609154
314,18.706297
315,37.440006
316,49.42338
317,79.0991
318,121.96615
319,180.05168
320,181.9945
321,302.98975
322,293.5647
323,258.1084
324,164.48279
325,103.99149
326,38.062958
327,0.0
328,11.536715
329,17.612831
330,25.327744
331,32.335205
332,18.63045
333,0.68388915
334,0.0
335,0.0
336,0.0
337,0.46201468
338,3.646817
339,0.0
340,4.3786097
341,51.39389
342,35.719784
343,4.5313807
344,17.804922
345,67.12118
346,77.22334
347,62.20656
348,85.71308
349,79.54569
350,83.899796
351,127.113815
352,104.51373
353,84.791145
354,61.61483
355,45.47129
356,24.219027
357,1.0741696
358,0.0
359,0.0
360,0.0
361,1.6986437
362,11.289318
363,23.062124
364,23.75123
365,40.81286
366,39.574066
367,58.977985
368,147.52411
369,194.73021
370,172.88354
371,146.48508
372,186.3083
373,138.59894
374,76.13682
375,74.46677
376,90.63138
377,116.80094
378,124.9583
379,56.571663
380,21.64253
381,0.9891846
382,0.0
383,0.0
384,0.0
385,1.4014688
386,7.570302
387,0.0
388,0.0
389,0.0
390,0.0
391,0.0
392,0.0
393,0.0
394,29.217855
395,35.531708
396,116.05388
397,147.71754
398,131.11588
399,87.40438
400,106.39242
401,107.765625
402,87.210236
403,83.01341
404,44.295803
405,4.8247833
406,0.0
407,0.0
408,0.0
409,4.615405
410,28.265406
411,43.084248
412,15.307788
413,0.0
414,0.0
415,0.0
416,0.0
417,0.0
418,0.0
419,2.0780003
420,11.698072
421,44.719883
422,99.511475
423,119.68621
424,119.90524
425,127.77515
426,126.790436
427,102.684586
428,55.81088
429,8.947708
430,0.0
431,0.0
432,0.0
433,5.252995
434,31.70421
435,61.331333
436,63.314697
437,0.0
438,77.87258
439,76.446266
440,188.79922
441,57.94576
442,165.07726
443,297.69943
444,281.29837
445,130.9575
446,98.37765
447,139.04808
448,167.11008
449,173.50441
450,93.840744
451,62.44639
452,32.52597
453,4.343917
454,0.0
455,0.0
456,0.0
457,3.1146898
458,14.998464
459,33.78977
460,63.643707
461,76.97922
462,0.0
463,23.454798
464,171.56572
465,263.9396
466,76.673706
467,0.0
468,0.0
469,74.56309
470,106.587776
471,97.012985
472,121.07291
473,130.5917
474,128.63684
475,106.38785
476,59.00372
477,10.839841
478,0.0
479,0.0
480,0.0
481,4.8449616
482,20.948318
483,22.32939
484,5.602647
485,0.0
486,0.0
487,0.0
488,0.0
489,0.0
490,0.0
491,0.0
492,9.199531
493,52.415623
494,91.77163
495,105.74727
496,114.92745
497,127.636635
498,126.312325
499,105.33818
500,61.39041
501,11.828994
502,0.0
503,0.0
504,0.0
505,5.3425364
506,24.684088
507,31.741972
